iter	Passed	Remaining
0	19	9979
1	32	8108
2	53	8790
3	64	8042
4	83	8294
5	106	8758
6	131	9228
7	143	8821
8	167	9113
9	179	8789
10	207	9212
11	232	9466
12	248	9301
13	260	9034
14	274	8891
15	297	9003
16	320	9093
17	343	9189
18	365	9262
19	388	9312
20	410	9366
21	433	9418
22	455	9450
23	478	9483
24	501	9528
25	520	9483
26	532	9326
27	556	9386
28	580	9425
29	604	9468
30	627	9496
31	651	9527
32	675	9564
33	699	9585
34	724	9620
35	748	9650
36	772	9671
37	793	9643
38	816	9655
39	840	9670
40	866	9697
41	889	9697
42	914	9716
43	938	9724
44	947	9578
45	971	9590
46	996	9601
47	1020	9608
48	1043	9603
49	1062	9563
50	1087	9577
51	1115	9613
52	1139	9607
53	1162	9602
54	1187	9607
55	1210	9597
56	1226	9532
57	1251	9540
58	1271	9505
59	1294	9492
60	1318	9487
61	1341	9476
62	1366	9476
63	1383	9427
64	1407	9417
65	1429	9403
66	1453	9390
67	1464	9305
68	1489	9301
69	1513	9295
70	1536	9283
71	1559	9271
72	1584	9267
73	1600	9212
74	1615	9155
75	1638	9141
76	1662	9133
77	1685	9118
78	1708	9103
79	1732	9097
80	1756	9085
81	1780	9075
82	1805	9072
83	1829	9061
84	1841	8989
85	1865	8982
86	1891	8977
87	1916	8972
88	1941	8966
89	1967	8961
90	1990	8945
91	2006	8896
92	2028	8878
93	2054	8874
94	2078	8862
95	2101	8844
96	2126	8835
97	2150	8820
98	2166	8774
99	2190	8762
100	2214	8748
101	2237	8731
102	2260	8713
103	2283	8696
104	2307	8680
105	2331	8665
106	2339	8593
107	2363	8580
108	2386	8562
109	2412	8554
110	2437	8540
111	2462	8530
112	2487	8520
113	2497	8455
114	2522	8443
115	2545	8425
116	2550	8347
117	2573	8332
118	2597	8316
119	2622	8304
120	2646	8288
121	2669	8270
122	2693	8255
123	2718	8242
124	2741	8224
125	2764	8204
126	2788	8190
127	2813	8175
128	2836	8158
129	2861	8143
130	2883	8123
131	2908	8109
132	2932	8092
133	2956	8075
134	2981	8060
135	2996	8021
136	3020	8004
137	3044	7985
138	3066	7964
139	3091	7949
140	3115	7931
141	3139	7915
142	3163	7896
143	3190	7887
144	3214	7868
145	3233	7839
146	3258	7824
147	3270	7778
148	3293	7759
149	3316	7739
150	3341	7724
151	3366	7707
152	3391	7691
153	3414	7672
154	3438	7654
155	3464	7638
156	3479	7601
157	3502	7581
158	3526	7562
159	3549	7542
160	3572	7522
161	3597	7505
162	3622	7488
163	3645	7469
164	3668	7448
165	3694	7433
166	3717	7413
167	3741	7394
168	3765	7374
169	3789	7356
170	3813	7336
171	3836	7315
172	3861	7299
173	3884	7278
174	3910	7262
175	3935	7244
176	3959	7225
177	3982	7204
178	4007	7186
179	4031	7166
180	4055	7147
181	4079	7127
182	4102	7106
183	4127	7088
184	4151	7068
185	4176	7050
186	4198	7028
187	4221	7006
188	4244	6983
189	4266	6960
190	4288	6937
191	4311	6916
192	4334	6894
193	4357	6873
194	4379	6850
195	4402	6828
196	4428	6811
197	4452	6791
198	4476	6770
199	4500	6750
200	4525	6731
201	4548	6709
202	4573	6691
203	4596	6670
204	4620	6649
205	4645	6629
206	4668	6608
207	4691	6586
208	4715	6565
209	4740	6545
210	4764	6526
211	4790	6507
212	4814	6486
213	4839	6467
214	4862	6445
215	4886	6424
216	4910	6403
217	4935	6384
218	4958	6362
219	4984	6343
220	5008	6323
221	5032	6302
222	5055	6280
223	5079	6258
224	5103	6237
225	5126	6214
226	5150	6193
227	5176	6175
228	5200	6154
229	5225	6134
230	5251	6115
231	5275	6093
232	5297	6070
233	5322	6050
234	5346	6029
235	5371	6008
236	5396	5989
237	5419	5966
238	5443	5944
239	5467	5923
240	5490	5900
241	5516	5881
242	5541	5861
243	5566	5839
244	5590	5818
245	5614	5796
246	5638	5775
247	5661	5753
248	5685	5731
249	5709	5709
250	5732	5686
251	5763	5672
252	5806	5668
253	5837	5653
254	5870	5639
255	5900	5624
256	5926	5604
257	5951	5582
258	5974	5559
259	6000	5539
260	6025	5517
261	6049	5494
262	6075	5475
263	6122	5472
264	6161	5463
265	6231	5482
266	6265	5467
267	6307	5460
268	6352	5455
269	6377	5432
270	6453	5453
271	6491	5441
272	6534	5433
273	6563	5413
274	6604	5403
275	6635	5385
276	6681	5378
277	6710	5358
278	6800	5387
279	6842	5376
280	6894	5373
281	6951	5374
282	7003	5370
283	7056	5367
284	7098	5354
285	7149	5349
286	7197	5342
287	7246	5334
288	7291	5323
289	7355	5326
290	7396	5312
291	7431	5293
292	7489	5291
293	7535	5279
294	7562	5255
295	7617	5249
296	7650	5229
297	7705	5223
298	7740	5203
299	7780	5186
300	7806	5161
301	7854	5149
302	7908	5141
303	7966	5136
304	8005	5117
305	8057	5108
306	8110	5098
307	8150	5080
308	8200	5068
309	8258	5061
310	8315	5053
311	8347	5030
312	8403	5020
313	8454	5008
314	8492	4987
315	8518	4960
316	8542	4931
317	8597	4920
318	8630	4896
319	8657	4869
320	8697	4849
321	8760	4843
322	8816	4831
323	8852	4808
324	8896	4790
325	8927	4764
326	8972	4746
327	9006	4722
328	9029	4693
329	9061	4667
330	9099	4646
331	9138	4624
332	9178	4603
333	9203	4574
334	9228	4545
335	9254	4516
336	9290	4493
337	9340	4476
338	9385	4457
339	9441	4443
340	9486	4423
341	9540	4407
342	9575	4382
