iter	Passed	Remaining
343	9631	4367
344	9685	4351
345	9739	4334
346	9776	4310
347	9829	4293
348	9877	4273
349	9921	4252
350	9974	4234
351	10022	4214
352	10064	4191
353	10118	4173
354	10155	4148
355	10208	4129
356	10262	4110
357	10286	4080
358	10326	4055
359	10358	4028
360	10420	4012
361	10471	3992
362	10514	3968
363	10586	3955
364	10705	3959
365	10733	3929
366	10763	3900
367	10791	3870
368	10820	3841
369	10846	3810
370	10872	3780
371	10914	3755
372	10943	3726
373	10973	3696
374	11001	3667
375	11026	3636
376	11052	3605
377	11075	3574
378	11099	3543
379	11123	3512
380	11149	3482
381	11171	3451
382	11195	3419
383	11220	3389
384	11246	3359
385	11269	3328
386	11292	3297
387	11316	3266
388	11340	3235
389	11363	3205
390	11386	3174
391	11410	3143
392	11434	3113
393	11457	3082
394	11482	3052
395	11507	3022
396	11531	2991
397	11558	2962
398	11583	2932
399	11606	2901
400	11630	2871
401	11653	2840
402	11676	2810
403	11700	2780
404	11725	2750
405	11748	2720
406	11773	2690
407	11799	2660
408	11824	2630
409	11848	2600
410	11872	2571
411	11897	2541
412	11920	2511
413	11945	2481
414	11970	2451
415	11994	2422
416	12017	2392
417	12043	2362
418	12067	2332
419	12091	2303
420	12115	2273
421	12140	2244
422	12166	2214
423	12188	2184
424	12213	2155
425	12236	2125
426	12260	2096
427	12283	2066
428	12307	2036
429	12331	2007
430	12356	1978
431	12381	1948
432	12405	1919
433	12429	1890
434	12452	1860
435	12477	1831
436	12501	1802
437	12524	1772
438	12548	1743
439	12572	1714
440	12597	1685
441	12621	1656
442	12646	1627
443	12669	1597
444	12694	1568
445	12718	1539
446	12744	1511
447	12768	1482
448	12791	1452
449	12816	1424
450	12842	1395
451	12866	1366
452	12892	1337
453	12916	1308
454	12940	1279
455	12965	1251
456	12990	1222
457	13014	1193
458	13037	1164
459	13061	1135
460	13083	1106
461	13106	1078
462	13129	1049
463	13153	1020
464	13176	991
465	13198	963
466	13221	934
467	13244	905
468	13266	876
469	13289	848
470	13313	819
471	13337	791
472	13360	762
473	13383	734
474	13406	705
475	13432	677
476	13456	648
477	13480	620
478	13504	592
479	13528	563
480	13553	535
481	13576	507
482	13601	478
483	13626	450
484	13649	422
485	13673	393
486	13696	365
487	13719	337
488	13743	309
489	13768	280
490	13791	252
491	13816	224
492	13838	196
493	13863	168
494	13889	140
495	13913	112
496	13937	84
497	13961	56
498	13984	28
499	14007	0
