iter	Passed	Remaining
200	4477	6660
201	4501	6641
202	4526	6622
203	4550	6602
204	4574	6582
205	4599	6563
206	4622	6543
207	4647	6523
208	4670	6503
209	4693	6482
210	4718	6462
211	4742	6443
212	4767	6423
213	4791	6403
214	4817	6385
215	4841	6366
216	4865	6345
217	4888	6323
218	4912	6302
219	4935	6281
220	4958	6260
221	4982	6239
222	5007	6220
223	5032	6200
224	5059	6183
225	5084	6164
226	5109	6144
227	5133	6123
228	5156	6102
229	5181	6083
230	5205	6062
231	5228	6039
232	5252	6018
233	5276	5998
234	5300	5976
235	5324	5956
236	5348	5934
237	5372	5914
238	5395	5891
239	5420	5872
240	5444	5850
241	5468	5829
242	5493	5810
243	5517	5788
244	5541	5767
245	5565	5746
246	5590	5726
247	5614	5705
248	5639	5684
249	5663	5663
250	5690	5645
251	5714	5623
252	5738	5602
253	5761	5580
254	5785	5558
255	5810	5537
256	5835	5517
257	5859	5495
258	5884	5475
259	5908	5453
260	5932	5432
261	5957	5411
262	5981	5390
263	6006	5369
264	6029	5346
265	6054	5326
266	6078	5304
267	6101	5281
268	6124	5259
269	6148	5238
270	6172	5215
271	6196	5194
272	6220	5172
273	6245	5151
274	6269	5129
275	6293	5107
276	6316	5085
277	6341	5063
278	6366	5043
279	6390	5020
280	6414	4999
281	6438	4976
282	6460	4953
283	6485	4932
284	6510	4911
285	6537	4891
286	6564	4871
287	6589	4850
288	6614	4829
289	6638	4807
290	6673	4793
291	6707	4777
292	6737	4760
293	6773	4745
294	6802	4726
295	6825	4703
296	6848	4681
297	6871	4657
298	6896	4636
299	6919	4612
300	6941	4589
301	6964	4566
302	7011	4558
303	7053	4547
304	7113	4547
305	7184	4554
306	7233	4547
307	7279	4538
308	7304	4514
309	7330	4493
310	7357	4470
311	7414	4467
312	7461	4458
313	7489	4436
314	7577	4450
315	7616	4434
316	7678	4432
317	7718	4417
318	7744	4393
319	7842	4411
320	7868	4387
321	7887	4360
322	7953	4358
323	8001	4346
324	8047	4333
325	8105	4326
326	8152	4312
327	8197	4298
328	8251	4288
329	8286	4268
330	8338	4257
331	8401	4251
332	8439	4232
333	8500	4224
334	8557	4215
335	8601	4198
336	8652	4185
337	8692	4166
338	8731	4146
339	8788	4135
340	8846	4124
341	8894	4108
342	8943	4093
343	8989	4076
344	9042	4062
345	9186	4088
346	9258	4082
347	9344	4081
348	9435	4082
349	9510	4075
350	9607	4078
351	9684	4071
352	9776	4071
353	9860	4066
354	9938	4059
355	10016	4051
356	10088	4041
357	10149	4025
358	10237	4020
359	10309	4009
360	10376	3995
361	10467	3990
362	10597	3999
363	10720	4005
364	10845	4011
365	10921	3998
366	10996	3985
367	11062	3967
368	11091	3937
369	11264	3957
370	11318	3935
371	11375	3914
372	11426	3890
373	11485	3869
374	11536	3845
375	11625	3834
376	11655	3802
377	11687	3772
378	11740	3748
379	11797	3725
380	11839	3697
381	11892	3673
382	11989	3662
383	12026	3633
384	12059	3602
385	12091	3570
386	12117	3538
387	12140	3504
388	12167	3471
389	12203	3441
390	12227	3408
391	12252	3375
392	12279	3343
393	12304	3310
394	12329	3277
395	12356	3245
396	12383	3212
397	12408	3180
398	12434	3147
399	12459	3114
400	12484	3082
401	12508	3049
402	12534	3017
403	12559	2984
404	12583	2951
405	12607	2919
406	12631	2886
407	12654	2853
408	12678	2820
409	12701	2788
410	12724	2755
411	12749	2723
412	12773	2690
413	12797	2658
414	12821	2626
415	12844	2593
416	12868	2561
417	12891	2528
418	12915	2496
419	12940	2464
420	12966	2433
421	12990	2401
422	13014	2369
423	13041	2337
424	13066	2305
425	13091	2274
426	13116	2242
427	13141	2210
428	13165	2178
429	13187	2146
430	13212	2115
431	13235	2083
432	13258	2051
433	13281	2019
434	13304	1988
435	13327	1956
436	13350	1924
437	13373	1893
438	13396	1861
439	13419	1829
440	13444	1798
441	13469	1767
442	13494	1736
443	13520	1705
444	13546	1674
445	13570	1643
446	13597	1612
447	13622	1581
448	13649	1550
449	13675	1519
450	13698	1488
451	13723	1457
452	13748	1426
453	13772	1395
454	13795	1364
455	13819	1333
456	13843	1302
457	13869	1271
458	13894	1241
459	13919	1210
460	13943	1179
461	13967	1148
462	13991	1118
463	14014	1087
464	14037	1056
465	14062	1026
466	14085	995
467	14109	964
468	14133	934
469	14157	903
470	14180	873
471	14204	842
472	14227	812
473	14250	781
474	14273	751
475	14296	720
476	14320	690
477	14342	660
478	14366	629
479	14390	599
480	14414	569
481	14439	539
482	14463	509
483	14486	478
484	14509	448
485	14535	418
486	14559	388
487	14583	358
488	14607	328
489	14632	298
490	14659	268
491	14682	238
492	14708	208
493	14732	178
494	14760	149
495	14787	119
496	14811	89
497	14836	59
498	14859	29
499	14882	0
