iter	Passed	Remaining
0	20	10090
1	32	8155
2	56	9414
3	73	9125
4	93	9234
5	118	9734
6	142	10019
7	165	10204
8	191	10420
9	215	10580
10	225	10016
11	238	9691
12	262	9829
13	286	9960
14	300	9720
15	316	9576
16	341	9696
17	358	9592
18	383	9703
19	408	9811
20	432	9863
21	460	9998
22	486	10086
23	509	10111
24	534	10150
25	558	10183
26	582	10204
27	606	10218
28	630	10244
29	655	10262
30	679	10286
31	705	10315
32	728	10312
33	753	10324
34	776	10312
35	801	10336
36	826	10340
37	851	10356
38	875	10346
39	899	10345
40	923	10340
41	947	10331
42	971	10321
43	995	10321
44	1021	10326
45	1046	10328
46	1058	10205
47	1083	10202
48	1107	10195
49	1131	10187
50	1156	10181
51	1181	10178
52	1206	10178
53	1238	10230
54	1263	10223
55	1287	10206
56	1312	10201
57	1336	10185
58	1362	10181
59	1386	10171
60	1411	10156
61	1437	10153
62	1462	10147
63	1490	10155
64	1515	10143
65	1538	10118
66	1562	10099
67	1588	10089
68	1613	10077
69	1637	10058
70	1662	10046
71	1685	10020
72	1710	10003
73	1720	9901
74	1744	9884
75	1749	9758
76	1772	9736
77	1785	9660
78	1795	9568
79	1820	9557
80	1844	9542
81	1868	9524
82	1892	9509
83	1901	9416
84	1914	9348
85	1937	9328
86	1946	9241
87	1966	9207
88	1989	9186
89	2013	9172
90	2036	9154
91	2061	9141
92	2084	9122
93	2108	9108
94	2120	9041
95	2145	9030
96	2168	9010
97	2194	9001
98	2214	8968
99	2238	8953
100	2246	8875
101	2269	8856
102	2293	8840
103	2318	8828
104	2342	8812
105	2361	8779
106	2370	8706
107	2394	8689
108	2418	8676
109	2446	8673
110	2472	8665
111	2497	8650
112	2520	8631
113	2543	8613
114	2567	8596
115	2576	8528
116	2584	8461
117	2597	8407
118	2619	8386
119	2643	8372
120	2648	8296
121	2672	8279
122	2695	8263
123	2716	8236
124	2739	8219
125	2763	8202
126	2787	8187
127	2812	8174
128	2837	8159
129	2842	8089
130	2865	8071
131	2890	8059
132	2914	8042
133	2939	8027
134	2964	8015
135	2988	7999
136	3013	7984
137	3038	7971
138	3062	7952
139	3070	7895
140	3093	7875
141	3105	7828
142	3124	7800
143	3136	7753
144	3159	7734
145	3171	7690
146	3187	7653
147	3209	7634
148	3218	7581
149	3233	7545
150	3256	7527
151	3279	7507
152	3302	7489
153	3325	7472
154	3350	7457
155	3374	7441
156	3398	7425
157	3422	7408
158	3449	7398
159	3473	7382
160	3486	7340
161	3510	7323
162	3535	7309
163	3559	7293
164	3585	7279
165	3609	7263
166	3634	7246
167	3659	7231
168	3683	7215
169	3708	7198
170	3733	7182
171	3757	7165
172	3782	7148
173	3806	7131
174	3831	7116
175	3855	7098
176	3880	7082
177	3904	7063
178	3929	7046
179	3954	7030
180	3978	7011
181	4001	6992
182	4025	6973
183	4051	6958
184	4084	6954
185	4111	6940
186	4130	6914
187	4158	6900
188	4186	6888
189	4213	6874
190	4241	6861
191	4268	6848
192	4296	6834
193	4323	6819
194	4350	6804
195	4377	6789
196	4403	6772
197	4458	6800
198	4499	6805
199	4527	6791
200	4555	6776
201	4582	6761
202	4611	6747
203	4639	6731
204	4666	6715
205	4693	6698
206	4720	6682
207	4748	6666
208	4774	6647
209	4800	6629
210	4825	6609
211	4849	6587
212	4874	6567
213	4911	6563
214	4935	6542
215	4959	6520
216	4984	6500
217	5007	6477
218	5033	6458
219	5061	6441
220	5089	6425
221	5117	6408
222	5144	6390
223	5172	6373
224	5200	6355
225	5227	6338
226	5255	6320
227	5283	6303
228	5309	6283
229	5334	6261
230	5359	6241
231	5385	6221
232	5411	6200
233	5436	6179
234	5462	6160
235	5488	6139
236	5512	6117
237	5535	6093
238	5559	6071
239	5584	6050
240	5610	6029
241	5634	6006
242	5658	5984
243	5681	5960
244	5720	5954
245	5744	5931
246	5769	5909
247	5794	5888
248	5819	5866
249	5845	5845
250	5869	5822
251	5894	5801
252	5919	5778
253	5942	5755
254	5966	5732
255	6001	5719
256	6034	5706
257	6066	5690
258	6098	5674
259	6136	5664
260	6163	5643
261	6190	5623
262	6217	5603
263	6243	5581
264	6266	5556
265	6293	5536
266	6346	5538
267	6381	5524
268	6485	5569
269	6517	5551
270	6591	5569
271	6650	5574
272	6699	5570
273	6750	5567
274	6809	5571
275	6854	5563
276	6903	5557
277	6959	5557
278	6993	5539
279	7049	5538
280	7082	5520
281	7171	5543
282	7201	5522
283	7284	5540
284	7326	5527
285	7392	5531
286	7434	5517
287	7476	5503
288	7511	5484
289	7575	5485
290	7609	5464
291	7635	5438
292	7668	5417
293	7707	5400
294	7745	5382
295	7780	5362
296	7819	5344
297	7845	5317
298	7893	5306
299	7922	5281
300	7949	5255
301	8000	5245
302	8061	5241
303	8117	5233
304	8148	5209
305	8227	5215
306	8266	5196
307	8299	5173
308	8360	5167
309	8410	5154
310	8456	5139
311	8492	5117
312	8557	5112
313	8601	5095
314	8638	5073
315	8696	5063
316	8731	5040
317	8789	5030
318	8840	5015
319	8891	5001
320	8938	4984
321	8985	4967
322	9045	4956
323	9100	4943
324	9146	4924
325	9211	4916
326	9257	4897
327	9311	4882
328	9353	4861
329	9467	4877
330	9519	4860
331	9559	4837
332	9602	4815
333	9648	4795
334	9707	4781
335	9753	4760
336	9786	4733
337	9813	4703
338	9881	4692
339	9934	4675
340	9968	4648
341	10043	4640
342	10093	4620
343	10149	4602
344	10194	4580
345	10244	4559
346	10296	4540
347	10350	4520
348	10504	4544
349	10584	4536
350	10671	4529
351	10703	4500
352	10760	4481
353	10808	4457
354	10852	4432
355	10886	4403
356	10930	4378
357	11072	4391
358	11187	4394
359	11227	4366
360	11258	4335
361	11286	4302
362	11326	4274
363	11358	4243
364	11386	4211
365	11415	4179
366	11441	4146
367	11471	4114
368	11496	4081
369	11520	4047
370	11545	4014
371	11569	3980
372	11596	3948
373	11620	3914
374	11647	3882
375	11673	3849
376	11699	3817
377	11725	3784
378	11750	3751
379	11781	3720
380	11805	3687
381	11829	3654
382	11856	3621
383	11881	3589
384	11906	3556
385	11931	3523
386	11959	3492
387	11988	3460
388	12014	3428
389	12044	3397
390	12073	3365
391	12105	3335
392	12134	3303
393	12163	3272
394	12189	3240
395	12216	3208
396	12239	3175
397	12263	3142
398	12289	3110
399	12313	3078
400	12337	3045
401	12362	3013
402	12388	2981
403	12415	2950
404	12441	2918
405	12466	2886
406	12492	2854
407	12520	2823
408	12547	2791
409	12572	2759
410	12598	2728
411	12624	2696
412	12649	2664
413	12674	2632
414	12696	2600
415	12720	2568
416	12743	2536
417	12769	2505
418	12796	2473
419	12822	2442
420	12851	2411
421	12895	2383
422	12923	2352
423	12950	2321
424	12978	2290
425	13005	2259
426	13032	2228
427	13059	2196
428	13085	2165
429	13110	2134
430	13137	2103
431	13162	2071
432	13188	2040
433	13213	2009
434	13239	1978
435	13265	1947
436	13291	1916
437	13318	1885
438	13345	1854
439	13371	1823
440	13397	1792
441	13422	1761
442	13448	1730
443	13476	1699
444	13505	1669
445	13534	1638
446	13561	1607
447	13587	1577
448	13616	1546
449	13645	1516
450	13671	1485
451	13700	1454
452	13727	1424
453	13754	1393
454	13780	1362
455	13809	1332
456	13836	1301
457	13863	1271
458	13890	1240
459	13916	1210
460	13945	1179
461	13973	1149
462	14000	1118
463	14030	1088
464	14058	1058
465	14086	1027
466	14114	997
467	14140	966
468	14164	936
469	14190	905
470	14217	875
471	14247	845
472	14273	814
473	14302	784
474	14328	754
475	14356	723
476	14384	693
477	14413	663
478	14438	632
479	14465	602
480	14492	572
481	14517	542
482	14544	511
483	14569	481
484	14595	451
485	14623	421
486	14656	391
487	14686	361
488	14715	331
489	14745	300
490	14775	270
491	14802	240
492	14829	210
493	14857	180
494	14882	150
495	14907	120
496	14932	90
497	14958	60
498	14982	30
499	15005	0
