iter	Passed	Remaining
294	8343	5798
295	8394	5785
296	8441	5769
297	8485	5751
298	8534	5737
299	8578	5719
300	8647	5716
301	8730	5723
302	8773	5704
303	8821	5687
304	8859	5664
305	8899	5642
306	8937	5618
307	8991	5604
308	9039	5587
309	9086	5569
310	9141	5555
311	9221	5556
312	9295	5553
313	9338	5531
314	9385	5512
315	9436	5494
316	9487	5476
317	9536	5457
318	9592	5442
319	9643	5424
320	9686	5401
321	9751	5390
322	9810	5375
323	9838	5344
324	9888	5324
325	9937	5304
326	9980	5280
327	10041	5265
328	10091	5245
329	10142	5225
330	10202	5209
331	10259	5191
332	10341	5186
333	10398	5168
334	10443	5143
335	10497	5123
336	10523	5090
337	10550	5056
338	10626	5046
339	10678	5025
340	10731	5003
341	10783	4981
342	10824	4954
343	10877	4932
344	10917	4904
345	10983	4888
346	11063	4877
347	11109	4852
348	11153	4825
349	11194	4797
350	11226	4765
351	11254	4731
352	11295	4703
353	11322	4669
354	11352	4636
355	11381	4603
356	11407	4569
357	11432	4534
358	11458	4500
359	11482	4465
360	11508	4431
361	11534	4397
362	11561	4363
363	11585	4328
364	11609	4293
365	11632	4259
366	11657	4224
367	11681	4190
368	11705	4155
369	11728	4120
370	11752	4086
371	11775	4051
372	11800	4017
373	11825	3983
374	11849	3949
375	11874	3915
376	11898	3881
377	11923	3848
378	11948	3814
379	11972	3780
380	11996	3746
381	12020	3713
382	12044	3679
383	12068	3645
384	12092	3612
385	12117	3578
386	12143	3545
387	12168	3512
388	12192	3479
389	12216	3445
390	12241	3412
391	12266	3379
392	12290	3346
393	12313	3312
394	12338	3279
395	12361	3246
396	12387	3213
397	12413	3181
398	12439	3148
399	12467	3116
400	12492	3084
401	12517	3051
402	12540	3018
403	12565	2985
404	12589	2953
405	12614	2920
406	12637	2887
407	12663	2855
408	12688	2823
409	12712	2790
410	12738	2758
411	12763	2726
412	12788	2694
413	12812	2661
414	12838	2629
415	12864	2597
416	12888	2565
417	12912	2533
418	12936	2500
419	12960	2468
420	12983	2436
421	13006	2404
422	13029	2371
423	13052	2339
424	13075	2307
425	13099	2275
426	13122	2243
427	13145	2211
428	13168	2179
429	13192	2147
430	13216	2115
431	13240	2084
432	13265	2052
433	13290	2021
434	13313	1989
435	13337	1957
436	13364	1926
437	13390	1895
438	13415	1864
439	13439	1832
440	13467	1801
441	13491	1770
442	13516	1739
443	13540	1707
444	13564	1676
445	13588	1645
446	13612	1613
447	13635	1582
448	13660	1551
449	13684	1520
450	13709	1489
451	13733	1458
452	13759	1427
453	13784	1396
454	13809	1365
455	13836	1335
456	13860	1304
457	13884	1273
458	13911	1242
459	13936	1211
460	13962	1181
461	13989	1150
462	14014	1119
463	14039	1089
464	14066	1058
465	14092	1028
466	14117	997
467	14143	967
468	14170	936
469	14195	906
470	14221	875
471	14247	845
472	14271	814
473	14295	784
474	14318	753
475	14344	723
476	14372	693
477	14398	662
478	14423	632
479	14448	602
480	14473	571
481	14498	541
482	14523	511
483	14547	480
484	14570	450
485	14595	420
486	14619	390
487	14644	360
488	14668	329
489	14692	299
490	14716	269
491	14740	239
492	14764	209
493	14789	179
494	14815	149
495	14839	119
496	14864	89
497	14889	59
498	14912	29
499	14936	0
