iter	Accuracy	Logloss
0	0.8167082294	0.6597547407
1	0.812967581	0.6383602522
2	0.8092269327	0.6160633315
3	0.8079800499	0.6027824395
4	0.8092269327	0.5846697416
5	0.8079800499	0.5679947954
6	0.8092269327	0.5545442675
7	0.8104738155	0.5397955208
8	0.8104738155	0.5245442
9	0.8117206983	0.5155886289
10	0.8154613466	0.5066445264
11	0.812967581	0.4975182591
12	0.8154613466	0.4862857901
13	0.8167082294	0.4790969287
14	0.8142144638	0.4712686074
15	0.8179551122	0.4648464645
16	0.8204488778	0.454560908
17	0.819201995	0.453702459
18	0.8216957606	0.447607988
19	0.8204488778	0.4440107508
20	0.8204488778	0.4423980514
21	0.8204488778	0.4364357618
22	0.8204488778	0.4313314804
23	0.8216957606	0.4269890817
24	0.8304239401	0.4235999006
25	0.8341645885	0.4215750493
26	0.8329177057	0.4206400009
27	0.8341645885	0.4196821449
28	0.8379052369	0.4179710234
29	0.8391521197	0.4146461681
30	0.8379052369	0.4124796525
31	0.8379052369	0.4094903257
32	0.8403990025	0.4069779114
33	0.8391521197	0.4044778884
34	0.8403990025	0.4018594145
35	0.8379052369	0.3983068212
36	0.8466334165	0.395559311
37	0.8466334165	0.394098734
38	0.8466334165	0.3912164904
39	0.8466334165	0.3895751324
40	0.8466334165	0.3876737516
41	0.8466334165	0.386741381
42	0.8466334165	0.3847157947
43	0.8478802993	0.3831406036
44	0.8516209476	0.3814931829
45	0.8503740648	0.3789219364
46	0.8541147132	0.3767949652
47	0.8578553616	0.3753633225
48	0.8578553616	0.3746358845
49	0.8578553616	0.3744313247
50	0.8578553616	0.3740983637
51	0.8591022444	0.3726263239
52	0.8591022444	0.3713305636
53	0.8603491272	0.3689630111
54	0.8578553616	0.3674093372
55	0.8578553616	0.366509708
56	0.8578553616	0.3649275605
57	0.8603491272	0.363201487
58	0.86159601	0.362083395
59	0.86159601	0.3605265467
60	0.8628428928	0.3600346164
61	0.8603491272	0.3588482178
62	0.8603491272	0.3580229344
63	0.8603491272	0.3573320078
64	0.8628428928	0.3563293781
65	0.8665835411	0.3557101779
66	0.8653366584	0.3549566023
67	0.8665835411	0.3538737784
68	0.8665835411	0.35387279
69	0.8665835411	0.3529463532
70	0.8665835411	0.3522762807
71	0.86159601	0.3514749781
72	0.8665835411	0.3497439651
73	0.8703241895	0.3487124018
74	0.8715710723	0.3480825478
75	0.8715710723	0.3468488578
76	0.8715710723	0.3457931265
