iter	Passed	Remaining
335	10450	5100
336	10508	5082
337	10566	5064
338	10627	5047
339	10671	5022
340	10714	4996
341	10776	4978
342	10821	4953
343	10890	4938
344	10957	4922
345	10995	4894
346	11068	4880
347	11136	4864
348	11178	4836
349	11248	4820
350	11291	4793
351	11338	4767
352	11387	4742
353	11420	4710
354	11452	4677
355	11489	4647
356	11516	4612
357	11557	4584
358	11583	4549
359	11609	4514
360	11635	4480
361	11664	4446
362	11694	4413
363	11722	4379
364	11746	4344
365	11773	4310
366	11797	4275
367	11820	4240
368	11844	4204
369	11867	4169
370	11891	4134
371	11916	4100
372	11939	4065
373	11964	4030
374	11988	3996
375	12011	3961
376	12036	3927
377	12060	3892
378	12105	3864
379	12161	3840
380	12186	3806
381	12210	3771
382	12235	3737
383	12258	3703
384	12282	3668
385	12308	3635
386	12332	3601
387	12356	3566
388	12380	3532
389	12404	3498
390	12428	3464
391	12452	3430
392	12476	3396
393	12499	3362
394	12524	3329
395	12548	3295
396	12572	3261
397	12597	3228
398	12620	3194
399	12645	3161
400	12670	3128
401	12694	3094
402	12719	3061
403	12744	3028
404	12768	2995
405	12792	2961
406	12815	2928
407	12839	2895
408	12862	2861
409	12885	2828
410	12908	2795
411	12932	2762
412	12956	2729
413	12979	2696
414	13004	2663
415	13028	2630
416	13053	2598
417	13078	2565
418	13103	2533
419	13127	2500
420	13150	2467
421	13173	2434
422	13197	2402
423	13220	2369
424	13244	2337
425	13267	2304
426	13291	2272
427	13314	2239
428	13339	2207
429	13364	2175
430	13388	2143
431	13411	2111
432	13435	2078
433	13458	2046
434	13483	2014
435	13506	1982
436	13531	1950
437	13556	1919
438	13581	1887
439	13605	1855
440	13629	1823
441	13653	1791
442	13679	1760
443	13704	1728
444	13728	1696
445	13752	1665
446	13776	1633
447	13800	1601
448	13823	1570
449	13847	1538
450	13871	1507
451	13895	1475
452	13918	1444
453	13943	1412
454	13966	1381
455	13990	1349
456	14014	1318
457	14039	1287
458	14064	1256
459	14089	1225
460	14113	1193
461	14136	1162
462	14159	1131
463	14183	1100
464	14207	1069
465	14232	1038
466	14256	1007
467	14279	976
468	14304	945
469	14327	914
470	14351	883
471	14374	852
472	14398	821
473	14422	791
474	14448	760
475	14471	729
476	14495	698
477	14520	668
478	14545	637
479	14573	607
480	14598	576
481	14622	546
482	14646	515
483	14671	485
484	14694	454
485	14717	423
486	14743	393
487	14767	363
488	14790	332
489	14813	302
490	14837	271
491	14860	241
492	14885	211
493	14909	181
494	14932	150
495	14957	120
496	14980	90
497	15005	60
498	15028	30
499	15053	0
