iter	Accuracy	Logloss
0	0.8154613466	0.6600052559
1	0.8154613466	0.637018475
2	0.8117206983	0.6161474758
3	0.8117206983	0.5979112733
4	0.8104738155	0.5786115194
5	0.8092269327	0.5635246676
6	0.8067331671	0.55057103
7	0.8104738155	0.5406900761
8	0.8104738155	0.5249588626
9	0.8067331671	0.5167024063
10	0.8092269327	0.50596904
11	0.8079800499	0.499133338
12	0.8104738155	0.4888795582
13	0.8092269327	0.4833683555
14	0.8117206983	0.4755706582
15	0.8104738155	0.469566143
16	0.8104738155	0.4633688536
17	0.8154613466	0.459811253
18	0.8167082294	0.4533070316
19	0.8179551122	0.4487667241
20	0.8179551122	0.4422326987
21	0.819201995	0.4378074929
22	0.825436409	0.4305975637
23	0.825436409	0.4279218314
24	0.8266832918	0.4260255837
25	0.8279301746	0.4234323564
26	0.8266832918	0.4204811818
27	0.8291770574	0.4170571995
28	0.8304239401	0.4158321878
29	0.8366583541	0.4123804012
30	0.8341645885	0.4082303111
31	0.8391521197	0.4058831569
32	0.8403990025	0.4018176873
33	0.8441396509	0.3996271652
34	0.8441396509	0.3977693938
35	0.8441396509	0.3956289994
36	0.8441396509	0.3934472553
37	0.8441396509	0.3928241373
38	0.8453865337	0.3904368037
39	0.8516209476	0.3875811358
40	0.8566084788	0.3860181322
41	0.855361596	0.3855207749
42	0.8528678304	0.3846173238
43	0.855361596	0.3827305921
44	0.8528678304	0.3815981192
45	0.855361596	0.3807059958
46	0.8528678304	0.379615802
47	0.8528678304	0.3772648072
48	0.8528678304	0.3744479949
49	0.855361596	0.3733190582
50	0.8541147132	0.3725697064
51	0.855361596	0.3725484483
52	0.855361596	0.3719281465
53	0.8541147132	0.371076714
54	0.855361596	0.3690767057
55	0.8541147132	0.3681057551
56	0.8541147132	0.3677053508
57	0.8528678304	0.3674711231
58	0.8541147132	0.3673398119
59	0.8541147132	0.3659922955
60	0.8541147132	0.3624984295
61	0.855361596	0.3609108994
62	0.855361596	0.3596014799
63	0.855361596	0.3590280538
64	0.8541147132	0.3580631642
65	0.855361596	0.3575867459
66	0.855361596	0.3566735456
67	0.8578553616	0.3559796648
68	0.8591022444	0.3559391352
69	0.8591022444	0.3549685797
70	0.86159601	0.3539199117
71	0.8603491272	0.3537170167
72	0.86159601	0.3531139641
73	0.86159601	0.3524758597
74	0.8628428928	0.3511259957
75	0.8628428928	0.3494511773
76	0.86159601	0.3486846596
77	0.8628428928	0.3469348328
78	0.8628428928	0.3459825126
79	0.8628428928	0.3453279086
80	0.8628428928	0.3453273687
81	0.8640897756	0.345101214
82	0.8640897756	0.3446947486
83	0.8640897756	0.3446932926
84	0.8640897756	0.3440749942
85	0.8628428928	0.3429797773
86	0.8628428928	0.3423496924
87	0.8628428928	0.34136266
88	0.8640897756	0.3410318843
89	0.8640897756	0.3409876019
90	0.8628428928	0.3397227108
91	0.86159601	0.3386624632
92	0.86159601	0.3379823527
93	0.8628428928	0.3378013236
94	0.8640897756	0.3374127383
95	0.8640897756	0.3373207497
96	0.8653366584	0.3369222302
97	0.8653366584	0.3357067871
98	0.8653366584	0.3343281945
99	0.8653366584	0.3338661265
100	0.8665835411	0.3334860082
101	0.8665835411	0.3330142682
102	0.8665835411	0.3323124214
103	0.8665835411	0.33175817
104	0.8665835411	0.330626598
105	0.8665835411	0.3301700545
106	0.8678304239	0.3294775499
107	0.8678304239	0.3284237738
108	0.8678304239	0.3274755684
109	0.8678304239	0.3262266853
110	0.8690773067	0.325455326
111	0.8690773067	0.324809323
112	0.8690773067	0.3241180801
113	0.8690773067	0.323967981
114	0.8690773067	0.3235616551
115	0.8690773067	0.3219231143
116	0.8690773067	0.3214416045
117	0.8690773067	0.3213407026
118	0.8690773067	0.3209635515
119	0.8690773067	0.3207394761
120	0.8665835411	0.3195375902
121	0.8690773067	0.3171461778
122	0.8703241895	0.3166979966
123	0.8728179551	0.3160765355
124	0.8728179551	0.3143241772
125	0.8753117207	0.3138060293
126	0.8728179551	0.3134545813
127	0.8728179551	0.3133705968
128	0.8753117207	0.3118427573
129	0.8715710723	0.3100877436
130	0.8740648379	0.3096561235
131	0.8740648379	0.3091730114
132	0.8753117207	0.3085669093
133	0.8753117207	0.3076495645
134	0.8765586035	0.3073621413
135	0.8765586035	0.3069861791
136	0.8765586035	0.3067402659
137	0.8778054863	0.3062440346
138	0.8765586035	0.3058264484
139	0.8765586035	0.3057828523
140	0.8765586035	0.3056655891
141	0.8765586035	0.3053154837
142	0.8778054863	0.3052418117
143	0.8765586035	0.3049053074
144	0.8790523691	0.3043365062
145	0.8778054863	0.3034463752
146	0.8778054863	0.3030301646
147	0.8778054863	0.3027056721
148	0.8778054863	0.3022143053
149	0.8778054863	0.3013332923
150	0.8778054863	0.3004772085
151	0.8778054863	0.300249226
152	0.8790523691	0.2990680646
153	0.8827930175	0.2984835084
154	0.8827930175	0.2984619798
155	0.8827930175	0.2974673742
156	0.8840399002	0.2960402144
157	0.8840399002	0.2952076575
158	0.8840399002	0.2950546546
159	0.885286783	0.2942131316
160	0.885286783	0.2941680898
161	0.885286783	0.2938862145
162	0.885286783	0.293550642
163	0.885286783	0.2932662476
164	0.8865336658	0.2931456068
165	0.8865336658	0.2927458232
166	0.8865336658	0.292500716
167	0.8865336658	0.2923617821
168	0.8865336658	0.2917168357
169	0.885286783	0.2904090315
170	0.885286783	0.2902359448
171	0.885286783	0.2902023911
172	0.8877805486	0.2892492107
173	0.8877805486	0.2887101574
174	0.885286783	0.2883046592
175	0.8877805486	0.2874388923
176	0.8890274314	0.2870991463
177	0.8902743142	0.2860765012
178	0.8890274314	0.2856028385
179	0.891521197	0.2852028288
180	0.891521197	0.2849759618
181	0.891521197	0.2847157837
182	0.8927680798	0.2843645549
183	0.8927680798	0.2838097659
184	0.8940149626	0.2829779381
185	0.8940149626	0.2825951431
186	0.897755611	0.2811196874
187	0.897755611	0.2810749014
188	0.897755611	0.2807459695
189	0.8952618454	0.2802284079
190	0.8965087282	0.2801598548
191	0.8965087282	0.2786573413
192	0.8952618454	0.2784435583
193	0.8965087282	0.277512651
194	0.8965087282	0.2774702982
195	0.8965087282	0.2773942571
196	0.897755611	0.2770903967
197	0.8990024938	0.2755840176
198	0.8990024938	0.2739187809
199	0.9002493766	0.2734163512
200	0.9002493766	0.271959672
201	0.9014962594	0.2708778761
202	0.9027431421	0.2695718709
203	0.9039900249	0.2684765789
204	0.9052369077	0.2681908042
205	0.9052369077	0.2676935468
206	0.9039900249	0.2674699144
207	0.9039900249	0.2674498505
208	0.9027431421	0.2673813567
209	0.9039900249	0.2671420873
210	0.9039900249	0.2664593691
211	0.9039900249	0.2652953997
212	0.9027431421	0.263726127
213	0.9027431421	0.2635656574
214	0.9027431421	0.2622736858
215	0.9027431421	0.2616535096
216	0.9027431421	0.2612935551
217	0.9064837905	0.260328723
218	0.9114713217	0.2588946006
219	0.9114713217	0.2586951275
220	0.9114713217	0.258456532
221	0.9102244389	0.2581441798
222	0.9102244389	0.2580619897
223	0.9102244389	0.2579216295
224	0.9127182045	0.2563614769
225	0.9127182045	0.2555698512
226	0.9114713217	0.2545373522
227	0.9102244389	0.2542187413
228	0.9114713217	0.2533282646
229	0.9127182045	0.2530524568
230	0.9127182045	0.2530113031
231	0.9127182045	0.2524847805
232	0.9127182045	0.251071601
233	0.9127182045	0.2509877639
234	0.9127182045	0.2506996181
235	0.9127182045	0.25067141
236	0.9139650873	0.2503401608
237	0.9164588529	0.2488913073
238	0.9164588529	0.2474012275
239	0.9152119701	0.2462616256
240	0.9189526185	0.2452640226
241	0.9201995012	0.2446946661
242	0.9201995012	0.2434439699
243	0.921446384	0.2430074503
244	0.921446384	0.2429798988
245	0.9201995012	0.2413771602
246	0.921446384	0.2401603727
247	0.921446384	0.2392221738
248	0.9201995012	0.2385300664
249	0.9201995012	0.2383820313
250	0.9201995012	0.2380195458
251	0.921446384	0.237550798
252	0.921446384	0.237520805
253	0.921446384	0.2369098474
254	0.921446384	0.2358417454
255	0.9226932668	0.2346492687
256	0.9239401496	0.2343467416
257	0.9251870324	0.233793528
258	0.9239401496	0.2333499318
259	0.9264339152	0.2326199719
260	0.9264339152	0.2313484208
261	0.9264339152	0.2310325891
262	0.927680798	0.2299914236
263	0.927680798	0.2299744755
264	0.927680798	0.2296949073
265	0.927680798	0.22916893
266	0.927680798	0.2290725617
267	0.927680798	0.2283304063
268	0.9289276808	0.2273209762
269	0.9289276808	0.2272990991
270	0.9289276808	0.227131041
271	0.9289276808	0.2267670099
272	0.9289276808	0.2257622073
273	0.9289276808	0.2249284622
274	0.927680798	0.2245317206
275	0.927680798	0.2237439907
276	0.927680798	0.2237197468
277	0.927680798	0.223473109
278	0.927680798	0.2224419863
279	0.927680798	0.2223176401
280	0.927680798	0.2220473304
281	0.9301745636	0.2214601513
282	0.9289276808	0.2209813734
283	0.9289276808	0.2209562804
284	0.9289276808	0.2207304594
285	0.927680798	0.2203843794
286	0.927680798	0.2197359819
287	0.927680798	0.2188905045
288	0.9314214464	0.2185221187
289	0.9301745636	0.2180469061
290	0.9301745636	0.2179724761
291	0.9314214464	0.2173350697
292	0.9314214464	0.2173237548
293	0.9314214464	0.2172506877
294	0.9301745636	0.2162984711
295	0.9314214464	0.2157773778
296	0.9314214464	0.2150626289
297	0.9326683292	0.214359973
298	0.9326683292	0.2136089586
299	0.9326683292	0.2135385374
300	0.9326683292	0.2135095173
301	0.9351620948	0.2130279457
302	0.933915212	0.2127336874
303	0.9351620948	0.2118048652
304	0.9364089776	0.2116652786
305	0.9364089776	0.2107682405
306	0.9364089776	0.2105919327
307	0.9364089776	0.2101259066
308	0.9364089776	0.2098558272
309	0.9364089776	0.2090222267
310	0.9364089776	0.2087897424
311	0.9351620948	0.2081233321
312	0.9364089776	0.2078607995
313	0.9364089776	0.2077567961
314	0.9364089776	0.2072471854
315	0.9364089776	0.2072267009
316	0.9364089776	0.2064821041
317	0.9364089776	0.2057991821
318	0.9364089776	0.205782759
319	0.9364089776	0.2055971434
320	0.9376558603	0.2047387996
321	0.9376558603	0.2047221567
322	0.9376558603	0.2045166722
323	0.9376558603	0.2039923746
324	0.9389027431	0.203450119
325	0.9389027431	0.2027310402
326	0.9413965087	0.2024180439
327	0.9413965087	0.202251774
328	0.9389027431	0.2014422319
329	0.9389027431	0.2011298822
330	0.9401496259	0.2008078891
331	0.9389027431	0.2003295981
332	0.9389027431	0.1998230133
333	0.9401496259	0.1995683871
334	0.9413965087	0.1991867566
335	0.9413965087	0.1990743421
336	0.9413965087	0.1981896301
337	0.9413965087	0.1979646137
338	0.9413965087	0.1977510064
339	0.9413965087	0.1974135556
340	0.9426433915	0.1970131083
341	0.9438902743	0.1965815202
342	0.9451371571	0.1963752268
343	0.9451371571	0.1957152366
344	0.9438902743	0.195391792
345	0.9438902743	0.1952106432
346	0.9438902743	0.1944567042
347	0.9451371571	0.1941461624
348	0.9463840399	0.1937163538
349	0.9463840399	0.1935521441
350	0.9463840399	0.1927344186
351	0.9463840399	0.1921024892
352	0.9476309227	0.1916576722
353	0.9476309227	0.1914463716
354	0.9476309227	0.1907433284
355	0.9488778055	0.1902476835
356	0.9476309227	0.1900363775
357	0.9501246883	0.1893479554
358	0.9501246883	0.1889201081
359	0.9501246883	0.1879872145
